id,job title,job industry,skills,education,experience
17254634,OVERNIGHT PHARMACY TECHNICIAN,ADVOCATE,"Compounding intravenous and chemotherapy admixtures, Calculating and compounding pediatric admixtures, Sterile environment maintenance, Medication compounding, Inventory management, Strong decision-making ability, Patient care and interaction, Attention to detail, Multi-tasking, Organizational skills, Active listening, Problem solving, Customer service, Teamwork, Leadership","Rasmussen College, Associate of Applied Science: Pharmacy","Pharmacy Technician Registry, IV Technician, Control Technician/Control EDK Technician/Fill Floor Technician, Certified Pharmacy Technician, Administrative Assistant, Cashier / Server"
28871170,ORGANIZER AND CAPACITY BUILDING STRATEGIST,ADVOCATE,"agency, attorney, business plans, consultant, client, clients, detail oriented, grant proposals, legal, materials, organizing, policies, press releases, problem solving skills, research, strategy, strategic, technical assistance, training programs, workshops","St. Edward's University People's College of Law, JD: Organizational Communication Nonprofit Management","Special Education Advocate, Community Organizer/Founder, Community Organizer, Legal Advocate, Family Advocate"
24946537,MULTIMEDIA SALES CONSULTANT,ADVOCATE,"Persuasive negotiator, Highly organized, Analytical, Excellent work ethic, Strategic account development, Enthusiastic about networking, Strong interpersonal skills, Detailed-oriented, Resolution-oriented, Energetic and Driven, Positive outlook, Proficient in Excel, Strata, AdMall, Power Point, Salesforce, Mactive, Comscore, Google Analytics",Louisiana State University: Marketing/Accounting,"Multimedia Sales Consultant, Outside Sales Executive, Advanced Advertising Account Executive, Advertising Sales Representative, Marketing Coordinator"
28635795,DRIVER,ADVOCATE,"administrative, case management, client relations, customer satisfaction, database management, legal, Microsoft Office, translation, instructing","J.S.S. Law College, Academic Law, Bachelor's","Server Fire of Brazil, Relation Officer, International Security Assistant, Case Researcher, English Instructor, LEGAL AID, SERVICE"
24763208,DISTRICT MANAGER,ADVOCATE,"Training, Recruiting, Sales, Sales Goals, CPR, Therapeutic, Teaching, Writing Skills, Audits, Budgets, Financial Reports, Marketing, Customer Service, Data Collection, Employee Engagement, Patience, Retail Sales","State University of Stony Brook, Bachelor's, Social Work, Suffolk County Community College, Associate's","Director, Area Manager, Director, Teacher, Assistant Director, Youth Advocate Programs, Substitute Teacher, Assistant Store Manager"
17165107,HEALTH COACH WWW LINKEDIN COM IN,ADVOCATE,"Health promotion, nutrition counseling, exercise testing & prescription, health and fitness speaker, Microsoft Office (Excel, PowerPoint, Word)","Master of Science, Applied Clinical Nutrition, New York Chiropractic College, Master of Science, Exercise Science, State University of New York at Buffalo, Bachelor of Arts, Biology, State University of New York at Geneseo","Clinical Nutritionist and Exercise Physiologist, Owner, Speaker/Health Educator, Health Educator, Fitness Director, Health Project Coordinator in Exercise Physiology, Clinical Support Assistant"
65708020,BUSINESS DEVELOPMENT,BUSINESS-DEVELOPMENT,"Relationship Building, Networking, Sales/Market Analysis, Strategic Planning, Adept at Closing Sales, Budget Development, Business Development, Account Management, Analytical Problem Solver, Profit Optimization, Cost Efficiency, Training and Development","Duquesne University, Bachelor of Science, Marketing and Legal Studies in Business","Director of New Products, Director of Sales and Marketing/Business Development Manager, Business Development Associate"
36805025,BUSINESS DEVELOPMENT EXECUTIVE,BUSINESS-DEVELOPMENT,"Project management, Leadership/communication skills, Client account management, Business development, Customer-oriented, Market research and analysis, A+, advertising, business solutions, Calculator, Call Center, Cisco, competitive, Contracts, Client, clients, delivery, Disaster Recovery, documentation, executive management, Government, Help Desk, ITIL, LAN, Lockheed Martin, MGMT, managing, marketing, Exchange, Office, Win2, Windows NT Server, Modeling, Navy, negotiation, Network, Networks, new business development, new media, Optimization, organizational, positioning, presenting, presentations, prime, processes, Profit, program management, project planning, Proposals, relationship building, research, RFI, RFP, Sales, servers, Six Sigma, SLA, SOP, strategic, Technical Sales, Desktop Support, White Papers, phone, upgrades, WAN","Strayer University, Bachelor of Science, Information Systems","Senior vArchitect (Senior Solution Architect), Principal Business Architect Leader, Senior Sales Engineer, Senior Information Technology Consultant, Systems Engineer, Regional Account Manager"
13080868,BUSINESS DEVELOPMENT,BUSINESS-DEVELOPMENT,"Coaching, Cost Controls, Marketing, Point Of Sale, Promotional, Advertising and Marketing, Sales, Business Management, Cooking, Corporate Trainer, Food Processing, Packaging, Plating, Product Demos, Product Development, Retail, Retail Marketing, Sales Programs, Training Manuals, Budget, Business Development, Purchasing, Financial Management, Food Safety, Incentive Programs, Inventory, Operations, Ordering, Payroll, Purchasing Manager, Fundraising, Great Attitude, Illustration, Marketing Plan, Mentoring, Photoshop, Solutions, Staff Training","UNM, Biology, Bachelor of Science",Business Management
20748929,BUSINESS DEVELOPMENT CAREER OVERVIEW DETAIL ORIENTED,BUSINESS-DEVELOPMENT,"Data analysis, Excel, Office, Outlook, Power Point, Works, Google, SQL, Strategic, Strategic planning, Tables, Troubleshooting, Advertising, Budget planning, Content Management, Contract Negotiation, Clients and customer service, Pricing","Stony Brook University, Sociology, Bachelor of Arts","Operations Manager, Systems Coordinator, Sales & Service Specialist, Assistant Manager"
26581830,BUSINESS DEVELOPMENT CAREER OVERVIEW COMMITTED AND,BUSINESS-DEVELOPMENT,"Problem resolution, Results-oriented, Meticulous attention to detail, Managing multiple priorities, Microsoft Office proficiency, Customer relations specialist, Employee training and development, Active Learning, Client Relations, Computer Proficiency, Creative Problem Solving, Critical Thinking, Data Collection, Data Entry, Documentation, Email, Executive Management Support, Filing, Internet Research, Letters and Memos, Minute Taking, Multi-Task Management, Organizational Skills, Research, Scheduling, Service Orientation, Speaking, Spreadsheets, Travel Arrangements","Denver High School - General Studies, Front Range Community College - General Studies","Service Manager, System Technology Specialist, Project Manager, Support Manager, Project Administrator"
38688388,DIRECTOR OF BUSINESS DEVELOPMENT,BUSINESS-DEVELOPMENT,"Business Development & Sales Leadership, Client Development, Strategic Planning, Market Expansion, Team Building & Leadership, Client Engagement, Market Analysis/Competitive Positioning, Sales Presentations, Sales Forecasting, Vendor Sourcing/Relations, Change Management, Process Improvement, Profit Improvement, account management, streamline, business development, cold calling, compliance management, inventory management, inventory levels, inventory control, logistics, mailing, marketing strategies, process management, sales, VoIP","UNIVERSITY OF COLORADO, Bachelor of Arts: Business Administration","Director of Communications, Inside Sales Representative, General Manager, Assistant Manager"
25397102,BUSINESS DEVELOPMENT ANALYST,BUSINESS-DEVELOPMENT,"Business process improvement, Attention to detail, Advanced Adobe, Microsoft Excel, Word, Power Point, Analytical Planning, Tactical Planning, Team player, Fast Learner, Requirement tracing, Financial reporting, Operational reporting, Communication skills, Problem solving, Document reports, Budgeting, Cross-functional Team Leadership, Business Analysis, Microsoft Project, Organization, Advanced Presentation, Project Coordination, Python, Quality Control, Quality Assurance, Research, Public Speaking, Negotiation, SAP, SQL, SPSS, Oracle","University of Miami, Bachelor of Arts, Economics and Pre-Law","Documentation Analyst, Data Analyst (Intern)"
12059198,DIRECTOR OF BUSINESS DEVELOPMENT,BUSINESS-DEVELOPMENT,"acute care, administration, benefits, budget, business development, contracts, customer service, interpersonal, leadership, marketing, presentations, sales, finance, cultured, team work","Grand Canyon University, MBA: Business Administration, Arizona State University, Bachelor of Science: Exercise Science","Physician Relations and Education/Marketing Liaison, Clinical Liaison, Lead Monitor Technician/Health Unit Coordinator"
10228751,BUSINESS DEVELOPMENT MANAGER STAFFING MANAGER,BUSINESS-DEVELOPMENT,"Staffing management ability, Proven patience and self-discipline, Relationship and team building, Staff training and development, Critical thinking proficiency, Compensation/benefits administration, Skilled negotiator, Account management, Excellent written and verbal communicator, Enthusiastic team player, Problem solving, Billing, Attention to detail, Recruiting and selection techniques, Proficient communicator, Contract review, Cold calling, Hiring recommendations, Interviewing, Strategic planning, Multi-tasking ability, Proficient with Microsoft Word, Excel, PowerPoint, Access and Outlook Express, Optimizer, WFX, Stafferlink, Healthtrust, and Bullhorn, Maintaining active databases of various hospital proprietary software technology systems","California State University of Hayward, Bachelor of Science, Health Science option in Health Management and Marketing","Staffing Coordinator, Staffing Manager"
61677751,SALES AND BUSINESS DEVELOPMENT EXECUTIVE,BUSINESS-DEVELOPMENT,"Appointment Setting, Art, B2B, Billing, Business Analyst, Business Development, Business Modeling, Business Operations, Business Process Expert, Business Systems, Call Center Manager, Coaching, Cost accounting, Customer Relations, Customer Service Expert, Database Administrator, E-business Director, Estimating, Innovation, Inventory Control, ISO, Team Leader, Logistics, Managing, Marketing, Market, Meetings, Outside Sales, Policies, POS, Process Control, Process Improvement, Production Management, Program Implementation, Project Management, Quality, Reporting, Research, Retail, Sales, Scheduling, Six Sigma, Supervisor, Supply Chain Management, Teacher, Technical Support, Sales Software: Salesforce.com, Desktop Publishing Software: Photoshop, Illustrator","University of North Carolina, Supply Chain Management, Post-Baccalaureate, Guilford College, Sport Management, Bachelor of Science","Sales/Project Manager, Brand Manager Volvo Genuine Parts/District Parts Manager, VAS Parts Manager, Report Manager, Database Administrator, Business Analyst, Parts Quality Supervisor, Customer Service Manager"
